gsm,title,source_name,organism,molecule,library_strategy,library_source,is_expression,age_raw,age_value,age_unit,age_months,age_stage,age_group,age_rule,age_source,age_flags,sex_raw,sex,sex_rule,sex_source,tissue_raw,tissue,tissue_ontology,cell_type_raw,cell_type,cell_type_ontology,cell_line,sample_type,strain_raw,strain,genotype_raw,genotype_is_control,treatment_raw,treatment_is_control,treatment_source,is_pooled,is_cell_level,series_ids
GSM5074897,43553_2_G2: SS2 Aged  Trem2ko White Matter A8 38,A8,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,male,male,explicit_token,field,White Matter,white matter,UBERON:0002316,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074898,43553_2_G3: SS2 Aged  Trem2ko White Matter A8 39,A8,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,male,male,explicit_token,field,White Matter,white matter,UBERON:0002316,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074899,43553_2_G4: SS2 Aged  Trem2ko White Matter A8 40,A8,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,male,male,explicit_token,field,White Matter,white matter,UBERON:0002316,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074900,43553_2_H2: SS2 Aged  Trem2ko White Matter A8 41,A8,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,male,male,explicit_token,field,White Matter,white matter,UBERON:0002316,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074901,43553_2_H3: SS2 Aged  Trem2ko White Matter A8 42,A8,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,male,male,explicit_token,field,White Matter,white matter,UBERON:0002316,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074902,43553_2_H4: SS2 Aged  Trem2ko White Matter A8 43,A8,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,male,male,explicit_token,field,White Matter,white matter,UBERON:0002316,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074903,43553_3_A1: SS2 Aged  Trem2ko Grey Matter A8 44,A8,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,male,male,explicit_token,field,Grey Matter,grey matter,UBERON:0002020,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074904,43553_3_A2: SS2 Aged  Trem2ko Grey Matter A8 45,A8,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,male,male,explicit_token,field,Grey Matter,grey matter,UBERON:0002020,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074905,43553_3_A3: SS2 Aged  Trem2ko White Matter A8 46,A8,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,male,male,explicit_token,field,White Matter,white matter,UBERON:0002316,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074906,43553_3_B1: SS2 Aged  Trem2ko Grey Matter A8 47,A8,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,male,male,explicit_token,field,Grey Matter,grey matter,UBERON:0002020,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074907,43553_3_B2: SS2 Aged  Trem2ko Grey Matter A8 48,A8,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,male,male,explicit_token,field,Grey Matter,grey matter,UBERON:0002020,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074908,43553_3_B3: SS2 Aged  Trem2ko White Matter A8 49,A8,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,male,male,explicit_token,field,White Matter,white matter,UBERON:0002316,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074909,43553_3_B4: SS2 Aged  Trem2ko White Matter A8 50,A8,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,male,male,explicit_token,field,White Matter,white matter,UBERON:0002316,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074910,43553_3_C2: SS2 Aged  Trem2ko Grey Matter A8 51,A8,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,male,male,explicit_token,field,Grey Matter,grey matter,UBERON:0002020,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074911,43553_3_C3: SS2 Aged  Trem2ko White Matter A8 52,A8,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,male,male,explicit_token,field,White Matter,white matter,UBERON:0002316,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074912,43553_3_C4: SS2 Aged  Trem2ko White Matter A8 53,A8,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,male,male,explicit_token,field,White Matter,white matter,UBERON:0002316,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074913,43553_3_D3: SS2 Aged  Trem2ko White Matter A8 54,A8,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,male,male,explicit_token,field,White Matter,white matter,UBERON:0002316,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074914,43553_3_D4: SS2 Aged  Trem2ko White Matter A8 55,A8,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,male,male,explicit_token,field,White Matter,white matter,UBERON:0002316,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074915,43553_3_E2: SS2 Aged  Trem2ko Grey Matter A8 56,A8,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,male,male,explicit_token,field,Grey Matter,grey matter,UBERON:0002020,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074916,43553_3_E3: SS2 Aged  Trem2ko White Matter A8 57,A8,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,male,male,explicit_token,field,White Matter,white matter,UBERON:0002316,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074917,43553_3_E4: SS2 Aged  Trem2ko White Matter A8 58,A8,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,male,male,explicit_token,field,White Matter,white matter,UBERON:0002316,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074918,43553_3_F2: SS2 Aged  Trem2ko Grey Matter A8 59,A8,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,male,male,explicit_token,field,Grey Matter,grey matter,UBERON:0002020,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074919,43553_3_F4: SS2 Aged  Trem2ko White Matter A8 60,A8,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,male,male,explicit_token,field,White Matter,white matter,UBERON:0002316,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074920,43553_3_H2: SS2 Aged  Trem2ko Grey Matter A8 61,A8,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,male,male,explicit_token,field,Grey Matter,grey matter,UBERON:0002020,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074921,43553_3_H4: SS2 Aged  Trem2ko White Matter A8 62,A8,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,male,male,explicit_token,field,White Matter,white matter,UBERON:0002316,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074922,43553_1_A5: SS2 Aged  Trem2ko Grey Matter A9 1,A9,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,female,female,explicit_token,field,Grey Matter,grey matter,UBERON:0002020,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074923,43553_1_A6: SS2 Aged  Trem2ko Grey Matter A9 2,A9,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,female,female,explicit_token,field,Grey Matter,grey matter,UBERON:0002020,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074924,43553_1_B5: SS2 Aged  Trem2ko Grey Matter A9 3,A9,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,female,female,explicit_token,field,Grey Matter,grey matter,UBERON:0002020,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074925,43553_1_B6: SS2 Aged  Trem2ko Grey Matter A9 4,A9,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,female,female,explicit_token,field,Grey Matter,grey matter,UBERON:0002020,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074926,43553_1_B7: SS2 Aged  Trem2ko Grey Matter A9 5,A9,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,female,female,explicit_token,field,Grey Matter,grey matter,UBERON:0002020,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074927,43553_1_C5: SS2 Aged  Trem2ko Grey Matter A9 6,A9,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,female,female,explicit_token,field,Grey Matter,grey matter,UBERON:0002020,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074928,43553_1_C6: SS2 Aged  Trem2ko Grey Matter A9 7,A9,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,female,female,explicit_token,field,Grey Matter,grey matter,UBERON:0002020,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074929,43553_1_C7: SS2 Aged  Trem2ko Grey Matter A9 8,A9,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,female,female,explicit_token,field,Grey Matter,grey matter,UBERON:0002020,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074930,43553_1_D5: SS2 Aged  Trem2ko Grey Matter A9 9,A9,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,female,female,explicit_token,field,Grey Matter,grey matter,UBERON:0002020,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074931,43553_1_D7: SS2 Aged  Trem2ko Grey Matter A9 10,A9,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,female,female,explicit_token,field,Grey Matter,grey matter,UBERON:0002020,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074932,43553_1_D8: SS2 Aged  Trem2ko Grey Matter A9 11,A9,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,female,female,explicit_token,field,Grey Matter,grey matter,UBERON:0002020,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074933,43553_1_E5: SS2 Aged  Trem2ko Grey Matter A9 12,A9,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,female,female,explicit_token,field,Grey Matter,grey matter,UBERON:0002020,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074934,43553_1_E6: SS2 Aged  Trem2ko Grey Matter A9 13,A9,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,female,female,explicit_token,field,Grey Matter,grey matter,UBERON:0002020,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074935,43553_1_E7: SS2 Aged  Trem2ko Grey Matter A9 14,A9,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,female,female,explicit_token,field,Grey Matter,grey matter,UBERON:0002020,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074936,43553_1_E8: SS2 Aged  Trem2ko Grey Matter A9 15,A9,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,female,female,explicit_token,field,Grey Matter,grey matter,UBERON:0002020,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074937,43553_1_F5: SS2 Aged  Trem2ko Grey Matter A9 16,A9,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,female,female,explicit_token,field,Grey Matter,grey matter,UBERON:0002020,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074938,43553_1_F6: SS2 Aged  Trem2ko Grey Matter A9 17,A9,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,female,female,explicit_token,field,Grey Matter,grey matter,UBERON:0002020,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074939,43553_1_F7: SS2 Aged  Trem2ko Grey Matter A9 18,A9,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,female,female,explicit_token,field,Grey Matter,grey matter,UBERON:0002020,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074940,43553_1_F8: SS2 Aged  Trem2ko Grey Matter A9 19,A9,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,female,female,explicit_token,field,Grey Matter,grey matter,UBERON:0002020,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074941,43553_1_G6: SS2 Aged  Trem2ko Grey Matter A9 20,A9,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,female,female,explicit_token,field,Grey Matter,grey matter,UBERON:0002020,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074942,43553_1_G7: SS2 Aged  Trem2ko Grey Matter A9 21,A9,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,female,female,explicit_token,field,Grey Matter,grey matter,UBERON:0002020,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074943,43553_1_G8: SS2 Aged  Trem2ko Grey Matter A9 22,A9,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,female,female,explicit_token,field,Grey Matter,grey matter,UBERON:0002020,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074944,43553_1_H6: SS2 Aged  Trem2ko Grey Matter A9 23,A9,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,female,female,explicit_token,field,Grey Matter,grey matter,UBERON:0002020,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074945,43553_1_H7: SS2 Aged  Trem2ko Grey Matter A9 24,A9,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,female,female,explicit_token,field,Grey Matter,grey matter,UBERON:0002020,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074946,43553_2_A5: SS2 Aged  Trem2ko White Matter A9 25,A9,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,female,female,explicit_token,field,White Matter,white matter,UBERON:0002316,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074947,43553_2_A6: SS2 Aged  Trem2ko White Matter A9 26,A9,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,female,female,explicit_token,field,White Matter,white matter,UBERON:0002316,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074948,43553_2_A7: SS2 Aged  Trem2ko White Matter A9 27,A9,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,female,female,explicit_token,field,White Matter,white matter,UBERON:0002316,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074949,43553_2_A8: SS2 Aged  Trem2ko White Matter A9 28,A9,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,female,female,explicit_token,field,White Matter,white matter,UBERON:0002316,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074950,43553_2_B8: SS2 Aged  Trem2ko White Matter A9 29,A9,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,female,female,explicit_token,field,White Matter,white matter,UBERON:0002316,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074951,43553_2_C8: SS2 Aged  Trem2ko White Matter A9 30,A9,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,female,female,explicit_token,field,White Matter,white matter,UBERON:0002316,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074952,43553_2_E6: SS2 Aged  Trem2ko White Matter A9 31,A9,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,female,female,explicit_token,field,White Matter,white matter,UBERON:0002316,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074953,43553_2_E7: SS2 Aged  Trem2ko White Matter A9 32,A9,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,female,female,explicit_token,field,White Matter,white matter,UBERON:0002316,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074954,43553_2_E8: SS2 Aged  Trem2ko White Matter A9 33,A9,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,female,female,explicit_token,field,White Matter,white matter,UBERON:0002316,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074955,43553_2_F5: SS2 Aged  Trem2ko White Matter A9 34,A9,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,female,female,explicit_token,field,White Matter,white matter,UBERON:0002316,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074956,43553_2_F6: SS2 Aged  Trem2ko White Matter A9 35,A9,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,female,female,explicit_token,field,White Matter,white matter,UBERON:0002316,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074957,43553_2_F7: SS2 Aged  Trem2ko White Matter A9 36,A9,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,female,female,explicit_token,field,White Matter,white matter,UBERON:0002316,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074958,43553_2_F8: SS2 Aged  Trem2ko White Matter A9 37,A9,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,female,female,explicit_token,field,White Matter,white matter,UBERON:0002316,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074959,43553_2_G6: SS2 Aged  Trem2ko White Matter A9 38,A9,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,female,female,explicit_token,field,White Matter,white matter,UBERON:0002316,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074960,43553_2_G7: SS2 Aged  Trem2ko White Matter A9 39,A9,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,female,female,explicit_token,field,White Matter,white matter,UBERON:0002316,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074961,43553_2_G8: SS2 Aged  Trem2ko White Matter A9 40,A9,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,female,female,explicit_token,field,White Matter,white matter,UBERON:0002316,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074962,43553_2_H5: SS2 Aged  Trem2ko White Matter A9 41,A9,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,female,female,explicit_token,field,White Matter,white matter,UBERON:0002316,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074963,43553_2_H8: SS2 Aged  Trem2ko White Matter A9 42,A9,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,female,female,explicit_token,field,White Matter,white matter,UBERON:0002316,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074964,43553_3_A5: SS2 Aged  Trem2ko Grey Matter A9 43,A9,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,female,female,explicit_token,field,Grey Matter,grey matter,UBERON:0002020,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074965,43553_3_A6: SS2 Aged  Trem2ko Grey Matter A9 44,A9,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,female,female,explicit_token,field,Grey Matter,grey matter,UBERON:0002020,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074966,43553_3_A7: SS2 Aged  Trem2ko White Matter A9 45,A9,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,female,female,explicit_token,field,White Matter,white matter,UBERON:0002316,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074967,43553_3_A8: SS2 Aged  Trem2ko White Matter A9 46,A9,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,female,female,explicit_token,field,White Matter,white matter,UBERON:0002316,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074968,43553_3_B5: SS2 Aged  Trem2ko Grey Matter A9 47,A9,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,female,female,explicit_token,field,Grey Matter,grey matter,UBERON:0002020,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
GSM5074969,43553_3_B6: SS2 Aged  Trem2ko Grey Matter A9 48,A9,Mus musculus,total RNA,RNA-Seq,transcriptomic,True,20 months,20.0,months,20.0,,old,number_with_unit,field,,female,female,explicit_token,field,Grey Matter,grey matter,UBERON:0002020,Microglia,microglia,CL:0000129,,isolated cells,Trem2ko,trem2ko,Trem2ko,False,,,,False,False,GSE166548
