gse,title,organism,data_type,published,in_scope,exclusion_reason,fetch_error,score,tier,geo_url
GSE171095,Reversal of Synapse Loss in Alzheimer Mouse Models by Targeting mGluR5 to Prevent Synaptic Tagging by C1q,Mus musculus,single-cell RNA-seq,2022-06-01,True,,,57.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE171095
GSE178295,Single-nuclei transcriptome sequencing of mouse grey and white matter under myelin abnormalities,Mus musculus,single-cell RNA-seq,2023-03-20,True,,,57.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE178295
GSE178296,Transcriptome profiling of mouse brain microglia in Cnp null mice with 5xFAD background,Mus musculus,single-cell RNA-seq,2023-03-20,True,,,57.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE178296
GSE188284,Parenchymal border macrophages regulate CSF flow dynamics [leptomeningeal macs],Mus musculus,single-cell RNA-seq,2022-08-31,True,,,57.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE188284
GSE190012,Single nucleus analysis of brain tissues from DAP12 loss-of-function (KΔ75) mice,Mus musculus,single-cell RNA-seq,2022-12-31,True,,,57.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE190012
GSE190607,Single-cell Sequencing of Microglia following Repopulation Reveals Distinct Clusters and Transcriptomic Signatures in the 3xTg Alzheimer's Disease Model,Mus musculus,single-cell RNA-seq,2022-02-01,True,,,57.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE190607
GSE193625,Astrocyte immunosenescence in IL-10 and cholesterol signaling in the aged brain impairs microglial regulation following peripheral immune activation,Mus musculus,single-cell RNA-seq,2022-01-24,True,,,57.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE193625
GSE202579,CD8+ T cells induce interferon-responsive oligodendrocytes during white matter aging,Mus musculus,single-cell RNA-seq,2022-09-13,True,,,57.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE202579
GSE208683,Single-nuclei transcriptome sequencing of 5xFAD mouse brain hemisphere with myelin dysfunction,Mus musculus,single-cell RNA-seq,2023-03-20,True,,,57.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE208683
GSE211702,Structural and functional distinctions of co-resident microglia and monocyte-derived macrophages after retinal degeneration,Mus musculus,single-cell RNA-seq,2023-01-06,True,,,57.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE211702
GSE229418,Alzheimer’s disease-induced phagocytic microglia express a specific profile of coding and non-coding RNAs [lncRNA],Mus musculus,single-cell RNA-seq,2024-03-20,True,,,57.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE229418
GSE229553,10x single-cell RNA sequencing of microglia from wild-type C57BL/6 and P301S mice,Mus musculus,single-cell RNA-seq,2023-11-17,True,,,57.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE229553
GSE253582,"Transcriptional profiling of CD11b+ microglia isolated from cerebellum and olfactory bulb-removed brains of SAMP8 and SAMR1 mice at 2, 5, and 9 months of age.",Mus musculus,single-cell RNA-seq,2024-05-29,True,,,57.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE253582
GSE261457,Single cell RNA sequencing of aging neural progenitors reveals loss of excitatory neuron potential and a population with transcriptional immune response (RNA-Seq),Mus musculus,single-cell RNA-seq,2024-07-29,True,,,57.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE261457
GSE261458,Single cell RNA sequencing of aging neural progenitors reveals loss of excitatory neuron potential and a population with transcriptional immune response (scRNA-Seq),Mus musculus,single-cell RNA-seq,2024-07-29,True,,,57.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE261458
GSE262632,Sex-dependent APOE4 Neutrophil-microglia interactions drive cognitive impairment in Alzheimer's Disease,Mus musculus,single-cell RNA-seq,2024-06-04,True,,,57.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE262632
GSE268159,Single-cell m6A profiling in the mouse brain uncovers cell type-specific RNA methylomes and age-dependent differential methylation [aged study],Mus musculus,single-cell RNA-seq,2024-09-24,True,,,57.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE268159
GSE271560,Tracking changes in functionality and morphology of repopulated microglia in young and old mice,Mus musculus,single-cell RNA-seq,2024-11-27,True,,,57.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE271560
GSE281947,Age-impaired remyelination is associated with dysregulated microglial transitions.,Mus musculus,single-cell RNA-seq,2025-08-01,True,,,57.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE281947
GSE282329,Tlr7 Drives Sex Differences in Age- and AD-related Demyelination [snRNAseq],Mus musculus,single-cell RNA-seq,2024-11-29,True,,,57.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE282329
GSE285506,Single cell transcriptomic changes in the THY-Tau22 mouse model of Alzheimer's disease at 17 months of age,Mus musculus,single-cell RNA-seq,2025-01-06,True,,,57.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE285506
GSE286094,"Loss of ATG7 in Microglia Impairs UPR, Triggers Ferroptosis and Weakens Amyloid Pathology Control [scRNA-seq]",Mus musculus,single-cell RNA-seq,2025-01-30,True,,,57.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE286094
GSE296768,Plaque-induced transcriptional reprogramming of microglia towards lymphoid receptor expression protects against Alzheimer's disease [scRNA-seq],Mus musculus,single-cell RNA-seq,2025-08-07,True,,,57.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE296768
GSE98969,Single cell RNA-seq identifies a unique microglia type associated with Alzheimer’s disease [RNA],Mus musculus,single-cell RNA-seq,2017-06-12,True,,,57.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE98969
GSE159463,Microglia response to allergic airway inflammation during early postnatal period in mice,Mus musculus,microarray,2023-10-11,True,,,56.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE159463
GSE177039,"Comparison of retinal gene expression among Chx10-cre;Tsc f/f, Chx10-cre;Tsc+/+ and 24-month-old C57BL/6 mice",Mus musculus,microarray,2021-06-12,True,,,56.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE177039
GSE229416,Alzheimer’s disease-induced phagocytic microglia express a specific profile of coding and non-coding RNAs [BV-2 cells],Mus musculus,bulk RNA-seq,2024-03-20,True,,,54.7,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE229416
GSE103380,Gene expression of microglia from naïve or MHV infected mouse brains,Mus musculus,microarray,2018-02-28,True,,,54.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE103380
GSE111737,"Mitophagy ameliorates Aβ and p-Tau pathologies, and cognitive deficits, in experimental models of Alzheimer’s disease",Mus musculus,microarray,2018-11-26,True,,,54.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE111737
GSE119650,Transcriptomes of microglia in experimental cerebral malaria in mice in the presence and absence of Type I Interferon signaling,Mus musculus,microarray,2018-09-07,True,,,54.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE119650
GSE212343,"APOE modulates microglial immunometabolism in response to age, amyloid pathology, and inflammatory challenge [Bulk RNA-seq]",Mus musculus,single-cell RNA-seq,2022-09-04,True,,,54.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE212343
GSE33674,Preservation of cone photoreceptors after a rapid yet transient degeneration and remodeling in cone-only Nrl-/- mouse retina,Mus musculus,microarray,2011-11-15,True,,,54.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE33674
GSE60388,In vitro caloric restriction induces protective genes and functional rejuvenation in senescent SAMP8 astrocytes,Mus musculus,microarray,2015-06-23,True,,,54.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE60388
GSE74615,Acutely isolated murine cortical astrocytes and microglia: Alzheimer's disease vs wildtype,Mus musculus,microarray,2015-11-04,True,,,54.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE74615
GSE98143,Differential impact of Dicer deficiency on microglia of the developing and adult brain (Agilent miRNA microarrays),Mus musculus,microarray,2017-06-20,True,,,54.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE98143
GSE212317,"APOE modulates microglial immunometabolism in response to age, amyloid pathology, and inflammatory challenge [scRNA-seq 1]",Mus musculus,single-cell RNA-seq,2022-09-04,True,,,53.7,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE212317
GSE129996,"RNA-sequencing of microglia, T cells and ILC2 from the brains of IL-33 treated aged (20-22mos) mice",Mus musculus,bulk RNA-seq,2020-01-21,True,,,52.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE129996
GSE129999,RNA-sequencing of microglia from IL-5 or PBS treated aged (20mos) mice,Mus musculus,bulk RNA-seq,2020-01-21,True,,,52.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE129999
GSE146510,Peripheral nerve resident macrophages share tissue-specific programming and features of activated microglia,Mus musculus,bulk RNA-seq,2020-06-01,True,,,52.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE146510
GSE156936,RNA-Seq analysis of E4FAD mouse brain cortex to evaluate the impact of omega-6 fatty acid docosapentaenoic acid on neuroinflammation,Mus musculus,bulk RNA-seq,2020-09-30,True,,,52.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE156936
GSE169019,Microglia RNA-seq of mus musculus:adult male dorsal hippocampus,Mus musculus,bulk RNA-seq,2021-08-24,True,,,52.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE169019
GSE180746,Transcriptomic profiling identifies CD8+ T-cells in the brain of aged and Alzheimer’s disease transgenic mice as tissue-resident memory T-cells,Mus musculus,bulk RNA-seq,2022-08-02,True,,,52.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE180746
GSE214646,FAM69C promotes stress granule assembly and suppresses inflammasome activation,Mus musculus,bulk RNA-seq,2022-10-05,True,,,52.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE214646
GSE216976,TonEBP increases TRIM37 ,Mus musculus,bulk RNA-seq,2024-12-31,True,,,52.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE216976
GSE277167,Protective variant in PLCγ2 mitigates Alzheimer’s disease associated pathology via enhancing beneficial microglia functions,Mus musculus,bulk RNA-seq,2024-09-16,True,,,52.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE277167
GSE278709,RNA-seq of oligodendrocyte progenitors immunopanned from postnatal day 6-8 mice treated with high glucose (HG) or low glucose (LG).,Mus musculus,bulk RNA-seq,2025-10-02,True,,,52.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE278709
GSE291239,Glial-specific and inducible full body C3 deficiency does not affect amyloid pathology in the AppNL−G−F mouse model of Alzheimer’s disease,Mus musculus,bulk RNA-seq,2026-06-03,True,,,52.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE291239
GSE306683,"Early loss of astrocyte p38α MAPK reduces hippocampal neuroinflammation, enhances synaptic strength, and increases non-synaptic mitochondrial uncoupling in female mice during non-pathological aging",Mus musculus,bulk RNA-seq,2026-08-27,True,,,52.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE306683
GSE343951,Skeletal muscle fatigue resistance is differentially affected in 8-month-old male and female hAβ-KI mice.,Mus musculus,bulk RNA-seq,2026-08-21,True,,,52.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE343951
GSE56452,SIRT1 deficiency in microglia contributes to cognitive decline in aging and neurodegeneration via epigenetic regulation of IL-1beta,Mus musculus,microarray,2014-10-01,True,,,51.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE56452
GSE248184,Microglia,Mus musculus,microarray,2023-12-15,True,,,50.7,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE248184
GSE138891,Cytotoxic CNS-associated T cells drive axon degeneration in aging and myelin disease,Mus musculus,single-cell RNA-seq,2021-02-08,True,,,50.3,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE138891
GSE220548,Human iPSC-Derived Mononuclear Phagocytes Improve Cognition and Neural Health across Multiple Mouse Models of Aging and Alzheimer's Disease,Mus musculus,single-cell RNA-seq,2025-09-10,True,,,50.3,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE220548
GSE107790,"Mononuclear phagocytes locally specify and adapt their phenotype in the inflamed central nervous system, blood monocyte and brain microglia expression data",Mus musculus,bulk RNA-seq,2018-09-05,True,,,50.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE107790
GSE122766,"Engrafted parenchymal brain macrophages differ from microglia in transcriptome, chromatin landscape and response to challenge (RNA-Seq)",Mus musculus,bulk RNA-seq,2018-11-21,True,,,50.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE122766
GSE162209,The effects of postmortem delay on mouse microglia gene expression,Mus musculus,bulk RNA-seq,2021-01-01,True,,,50.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE162209
GSE168429,"Identification and drug-induced reversion of molecular signatures of Alzheimer´s disease onset and progression in AppNL-G-F, AppNL-F and 3xTg-AD mouse models (RNA-seq: WT/NLGF)",Mus musculus,bulk RNA-seq,2021-09-03,True,,,50.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE168429
GSE175578,Epigenetic regulation of innate immune memory in microglia,Mus musculus,bulk RNA-seq,2022-05-18,True,,,50.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175578
GSE198559,Staged suppression of microglial autophagy facilitates remyelination by enhancing the production of linoleic acid,Mus musculus,bulk RNA-seq,2023-02-15,True,,,50.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE198559
GSE221352,A transcriptomic study reveals beneficial effects of HsTX1[R14A] on the cognition of a mouse model of sporadic Alzheimer’s disease,Mus musculus,bulk RNA-seq,2023-05-11,True,,,50.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE221352
GSE221376,Immunotoxin-αCD40 therapy activates innate and adaptive immunity and generates a durable antitumor response in glioblastoma models,Mus musculus,bulk RNA-seq,2023-02-17,True,,,50.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE221376
GSE226091,SALL1 enforces microglia-specific DNA binding and function of SMADs to establish microglia identity [RNA-seq],Mus musculus,bulk RNA-seq,2023-05-01,True,,,50.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE226091
GSE226172,TREM2 inhibition triggers anti-tumor cell activity of myeloid cells in glioblastoma [RNAseq],Mus musculus,bulk RNA-seq,2023-05-12,True,,,50.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE226172
GSE227984,Circulating senescent myeloid cells drive blood brain barrier breakdown and neurodegeneration,Mus musculus,bulk RNA-seq,2024-03-01,True,,,50.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE227984
GSE236268,Microglial gene signature reveals loss of homeostatic microglia associated with neurodegeneration of Alzheimer's disease,Mus musculus,bulk RNA-seq,2023-07-09,True,,,50.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE236268
GSE243110,A TrkB and TrkC partial agonist prevents synaptic plasticity deficits and elicits activity-dependent synaptic and microglial transcriptomic changes in a late-stage Alzheimer’s disease mouse model,Mus musculus,bulk RNA-seq,2025-09-11,True,,,50.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE243110
GSE243536,Sex-dimorphic neuroprotective effect of CD163 in an alpha-synuclein mouse model of Parkinson’s disease,Mus musculus,bulk RNA-seq,2023-12-14,True,,,50.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE243536
GSE246261,Asparagine endopeptidase deficiency mitigates radiation-induced brain injury by suppressing microglia-mediated neuronal senescence,Mus musculus,bulk RNA-seq,2024-05-01,True,,,50.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE246261
GSE246888,Microglial apolipoprotein E particles contribute to neuronal senescence and synaptotoxicity,Mus musculus,bulk RNA-seq,2024-06-28,True,,,50.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE246888
GSE254217,ALS/FTD-linked TBK1 deficiency in microglia induces an aged-like microglial signature and drives social recognition deficits. [in vitro_Microglia],Mus musculus,bulk RNA-seq,2025-07-09,True,,,50.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE254217
GSE268386,Senescent microglia limit remyelination through the senescence associated secretory phenotype,Mus musculus,bulk RNA-seq,2025-02-03,True,,,50.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE268386
GSE269745,Effects of depletion of Irf8 and Mafb on gene expression of adult microglia and CNS border associtated macrophages (CAMs),Mus musculus,bulk RNA-seq,2024-07-09,True,,,50.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE269745
GSE269886,"Transcriptomic analysis of microglia from young and aged wild-type, NLRP3-/-, APP/PS1 and APP/PS1.NLRP3-/- mice.",Mus musculus,bulk RNA-seq,2025-02-03,True,,,50.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE269886
GSE270428,Meningeal lymphatics-microglia axis regulates synaptic physiology [ligation],Mus musculus,bulk RNA-seq,2025-03-21,True,,,50.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE270428
GSE271293,Transcriptomic analysis unveils bona fide molecular signatures of microglia under conditions of homeostasis and viral encephalitis,Mus musculus,bulk RNA-seq,2024-08-09,True,,,50.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE271293
GSE271559,Tracking changes in functionality and morphology of repopulated microglia in young and old mice [RNA-Seq],Mus musculus,bulk RNA-seq,2024-11-27,True,,,50.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE271559
GSE272248,Upregulation of adenosine A2A receptor by astrocytes is sufficient to trigger hippocampal multicellular dysfunctions and memory deficits,Mus musculus,bulk RNA-seq,2025-08-22,True,,,50.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE272248
GSE275400,"Brd4 expression in microglia supports microglial activation, T cell recruitment, and demyelination in EAE",Mus musculus,bulk RNA-seq,2025-06-05,True,,,50.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE275400
GSE276942,"Transthyrectin, a novel prognostic marker of POCD revealed by time-series RNA sequencing analysis",Mus musculus,bulk RNA-seq,2025-09-09,True,,,50.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE276942
GSE283556,Fate mapping of peripherally derived macrophages reveals a long-lasting engrafted population that maintains a distinct transcriptomic profile for up to 8 months after Traumatic Brain Injury I,Mus musculus,bulk RNA-seq,2025-08-06,True,,,50.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE283556
GSE283558,Fate mapping of peripherally derived macrophages reveals a long-lasting engrafted population that maintains a distinct transcriptomic profile for up to 8 months after Traumatic Brain Injury II,Mus musculus,bulk RNA-seq,2025-08-06,True,,,50.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE283558
GSE283560,Fate mapping of peripherally derived macrophages reveals a long-lasting engrafted population that maintains a distinct transcriptomic profile for up to 8 months after Traumatic Brain Injury III,Mus musculus,bulk RNA-seq,2025-08-06,True,,,50.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE283560
GSE303078,Synaptic proteins that aggregate and degrade slower with aging accumulate in microglia,Mus musculus,bulk RNA-seq,2025-11-06,True,,,50.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE303078
GSE316928,"Characterizing the metabolomes of microglia, astrocytes and neurons in ageing and Alzheimer’s brains",Mus musculus,bulk RNA-seq,2026-02-04,True,,,50.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE316928
GSE77681,C9orf72 is required for proper macrophage and microglial function in mice,Mus musculus,bulk RNA-seq,2016-03-24,True,,,50.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE77681
GSE86573,Macrophage ontogeny underlies differences in tumor-specific education in brain malignancies,Mus musculus,bulk RNA-seq,2016-11-10,True,,,50.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE86573
GSE205511,Molecular and functional features of synucleinopathy-associated astrocytes,Mus musculus,single-cell RNA-seq,2023-06-30,True,,,49.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE205511
GSE211340,Microglia aging advances through intermediate states that drive inflammatory activation and cognitive decline,Mus musculus,single-cell RNA-seq,2024-07-04,True,,,49.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE211340
GSE247173,Cellular rejuvenation protects neurons from inflammation mediated cell death (RNA-seq).,Mus musculus,single-cell RNA-seq,2025-01-01,True,,,49.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE247173
GSE271192,"Single cell RNA seq analysis of microglia from aged wild-type, NLRP3-/-, APP/PS1 and APP/PS1.NLRP3-/- mice.",Mus musculus,single-cell RNA-seq,2025-02-03,True,,,49.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE271192
GSE272377,Single-cell RNA-seq of sorted microglia from aged Grn KO mice [HEX000661],Mus musculus,single-cell RNA-seq,2026-07-20,True,,,49.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE272377
GSE272828,The retrotransposable element-silencing factor Daxx controls microglia identity and function in the adult brain,Mus musculus,single-cell RNA-seq,2026-06-22,True,,,49.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE272828
GSE282308,Gene expression profiles of brain injury at single cell level from aged mice treated with or without microglial replacement,Mus musculus,single-cell RNA-seq,2025-07-25,True,,,49.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE282308
GSE324634,Effect of L-PGDS loss on cellular response during cuprizone induced demyelination,Mus musculus,single-cell RNA-seq,2026-03-20,True,,,49.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE324634
GSE327960,"Transcription profiles of mouse microglia isolated by FACS from WT and Grn KO animals, separated by lipofuscin levels [hex001110]",Mus musculus,single-cell RNA-seq,2026-07-20,True,,,49.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE327960
GSE338196,Neuroimmune priming and microglial exhaustion in aged Gulf War Illness mice,Mus musculus,single-cell RNA-seq,2026-07-14,True,,,49.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE338196
GSE109774,Tabula Muris: Transcriptomic characterization of 20 organs and tissues from Mus musculus at single cell resolution,Mus musculus,single-cell RNA-seq,2018-03-19,True,,,49.2,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE109774
GSE3253,Exaggerated neuroinflammation and sickness behavior in aged mice after activation of the peripheral innate immune system,Mus musculus,microarray,2005-09-12,True,,,49.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE3253
GSE168737,A survey of the mouse hindbrain in the fed and fasted state using single-nucleus RNA sequencing.,Mus musculus,single-cell RNA-seq,2021-05-10,True,,,47.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE168737
GSE174265,Neurons burdened by DNA double strand breaks incite microglia activation through antiviral-like signaling in neurodegeneration.,Mus musculus,single-cell RNA-seq,2022-05-10,True,,,47.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE174265
GSE198531,Dual ontogeny of disease-associated microglia and disease inflammatory macrophages in aging and neurodegeneration,Mus musculus,single-cell RNA-seq,2022-08-08,True,,,47.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE198531
GSE198835,Hippocampus and visceral adipose tissues cellular landscape profiling to characterize the effects of obesity-amyloidosis comorbidity [scRNA-seq],Mus musculus,single-cell RNA-seq,2023-01-23,True,,,47.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE198835
GSE199574,scRNAseq from WT and PRMT1-KO microglia,Mus musculus,single-cell RNA-seq,2022-04-29,True,,,47.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE199574
GSE200901,Biological Aging of CNS-Resident Cells Alters the Clinical Course and Immunopathology of Autoimmune Demyelinating Disease,Mus musculus,single-cell RNA-seq,2022-06-23,True,,,47.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE200901
GSE201814,Prenatal immune stress blunts microglia reactivity which impairs neurocircuitry [Adult_scRNA-seq],Mus musculus,single-cell RNA-seq,2022-07-01,True,,,47.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE201814
GSE207948,Gene expression profile at single cell level of microglia from forced microglia turnover and control mouse brain,Mus musculus,single-cell RNA-seq,2023-07-25,True,,,47.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE207948
GSE223394,Endothelial Cell Senescence Stimulates Amyloid-β Phagocytosis and Barrier Function of Microglia Leading to Attenuation of Cognitive Impairment in the APPswe/PS1dE9 Mouse Model of Alzheimer’s Disease,Mus musculus,single-cell RNA-seq,2023-09-01,True,,,47.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE223394
GSE231604,Microglial MHC-I induction with aging and Alzheimer’s is conserved in mouse models and humans,Mus musculus,single-cell RNA-seq,2023-07-05,True,,,47.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE231604
GSE234419,cGAS/STING drives ageing-related inflammation and neurodegeneration II,Mus musculus,single-cell RNA-seq,2023-08-20,True,,,47.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE234419
GSE234421,cGAS/STING drives ageing-related inflammation and neurodegeneration IV,Mus musculus,single-cell RNA-seq,2023-08-20,True,,,47.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE234421
